X,Y,OBJECTID,UNITID,LOCATION,USRN,STREET,EASTING,NORTHING,COLHEIGHT,COLMAT,UNIT_TYPE_DESCRIPTION,POSITION_DESCRIPTION,OWNER_DESCRIPTION,UNIT_NO,ASSET_NUMBER,COLTYPE,FAULT_MAINTENANCE_SUPPORT,INCLUDED_ON_ENERGY_REPORT,CMS_CONTROLLED,longitude,latitude
358634,174574.6,40748,SL033556,2 S Rail Bridge (opp garages),"4552350",Redland Road,358634,174574.6,8,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"008",11001.08,NON GALVANISED STEEL,Yes,TRUE,true,-2.59691143017128,51.4686158390692
358523,174661.199999999,40749,SL033561,O/S 84 Opp 89A o/s 84/86,"4552350",Redland Road,358523,174661.2,10,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"013",11001.13,NON GALVANISED STEEL,Yes,TRUE,true,-2.59851960726969,51.4693863086909
357674,175000.800000001,40750,SL033600,East side /Redland Hill,"4552350",Redland Road,357674,175000.8,10,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"052",11001.51,NON GALVANISED STEEL,Yes,TRUE,true,-2.61078296658766,51.4723765674057
358078,174765.699999999,40751,SL033581,O/S 129 Opp 126A Op West Jo Clyde Road,"4552350",Redland Road,358078,174765.7,10,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"032",11001.32,NON GALVANISED STEEL,Yes,TRUE,true,-2.60493843769766,51.4702929500443
358647,174564.199999999,40752,SL033555,Opp 75 o/s Sub Station,"4552350",Redland Road,358647,174564.2,10,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"007",11001.07,NON GALVANISED STEEL,Yes,TRUE,true,-2.59672305841566,51.4685232858582
357578,175132.300000001,40753,SL033606,Opp 197A 1N / Iddesleigh Road,"4552350",Redland Road,357578,175132.3,10,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"058",11001.57,NON GALVANISED STEEL,Yes,TRUE,true,-2.61218096115362,51.4735516833078
353172.23,176293.109999999,40754,SL147690,1N /Nibley Rd,"4551122",Hung Road,353172.23,176293.11,8,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"001",11001.01,LIGHTING COLUMN 1998,Yes,TRUE,true,-2.67576473469633,51.4836399353506
358379.3,176982.699999999,40755,SL037742,O/S 47 Opp 40 O/S  47,"4552507",Hill Grove,358379.3,176982.7,4,CAST IRON,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"006",11001.06,CAST SQUARE BASE WITH DOOR,Yes,TRUE,true,-2.60086268474269,51.4902481618538
358224.9,176877.6,40756,SL037736,O/S 7 Opp 12 O/S  7,"4552507",Hill Grove,358224.9,176877.6,4,CAST IRON,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"002",11001.02,CAST SQUARE BASE WITH DOOR,Yes,TRUE,true,-2.60307403810865,51.4892917975209
358253,176909,40757,SL037738,O/S 20 Opp 17 3N /The Crescent,"4552507",Hill Grove,358253,176909,4,CAST IRON,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"003",11001.03,CAST SQUARE BASE WITH DOOR,Yes,TRUE,true,-2.60267304169915,51.4895761941521
358292.8,176940.6,40758,SL037740,O/S 29 Opp 28 O/S  29,"4552507",Hill Grove,358292.8,176940.6,5,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"004",11001.04,LIGHTING COLUMN,Yes,TRUE,true,-2.60210355234596,51.4898632528514
358218.4,176829,40759,SL037735,O/S 4 Opp 1 1N /The Crescent,"4552507",Hill Grove,358218.4,176829,4,CAST IRON,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"001",11001.01,CAST SQUARE BASE WITH DOOR,Yes,TRUE,true,-2.60316190089268,51.488854355304
358341.3,176955.6,40760,SL037741,O/S 34 Opp 37 JN HILL BURN,"4552507",Hill Grove,358341.3,176955.6,4,CAST IRON,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"005",11001.05,CAST SQUARE BASE WITH DOOR,Yes,TRUE,true,-2.60140679199135,51.490001701413
358423.8,176995.800000001,40761,SL037743,O/S 50 2W / The Crescent,"4552507",Hill Grove,358423.8,176995.8,4,CAST IRON,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"007",11001.07,CAST SQUARE BASE WITH DOOR,Yes,TRUE,true,-2.60022330383177,51.4903692254124
358663,173938.699999999,40762,SL132685,O/S 37 Opp 12 3 South Jo Cotham Side,"4551371",St Matthews Road,358663,173938.7,0,CAST IRON,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"004",11001.03,CAST IRON REFURB C/W DOOR,Yes,TRUE,true,-2.59641925426977,51.4629004008319
358625,173870.4,40763,SL132687,O/S So11 Opp 21 5SthJo Cotham Side-So11 Clevedon T,"4551371",St Matthews Road,358625,173870.4,5,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"006",11001.05,LIGHTING COLUMN,Yes,TRUE,true,-2.59695820453213,51.4622835012681
358695,173976,40764,SL132684,O/S 6 Opp 48 2 South Jo Cotham Side - custom louvr,"4551371",St Matthews Road,358695,173976,5,CAST IRON,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"003",11001.02,CAST IRON REFURB C/W DOOR,Yes,TRUE,true,-2.59596301747536,51.4632381256607
358596,173808,40765,SL132688,O/S 26 Opp Ro12 6 South Jo Cotham Side-Op Hall,"4551371",St Matthews Road,358596,173808,0,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"007",11001.06,NON GALVANISED STEEL,Yes,TRUE,true,-2.59736828943139,51.4617203096683
358765.2,174227.800000001,40766,SL066954,O/S 2 only lamp,"4551508",Victoria Gardens,358765.2,174227.8,3,CAST IRON,SL: Street Light,On roadway,PTSD - HIGHWAYS,"001",11001.01,CAST WITH FEEDER PILLAR,Yes,TRUE,true,-2.5949820283523,51.4655072939353
358058.83,177309.109999999,40767,SL155826,O/S 7/9 Opp 18/2 2S /Lake Rd,"4551526",Glenwood Road,358058.83,177309.11,5,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"004",11001.04,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.60551715348104,51.4931591606393
358138.86,177262.82,40768,SL153146,1N /Southmead Rd (so31),"4551526",Glenwood Road,358138.86,177262.82,6,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"001",11001.01,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.60435892965198,51.4927489152962
358087.39,177291.83,40769,SL155825,O/S 1/3 Opp 10/2 3N /Southmead Rd,"4551526",Glenwood Road,358087.39,177291.83,6,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"003",11001.03,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.60510372984904,51.4930059201803
358119.27,177286.15,40770,SL155824,O/S 4/6 2N /Southmead Rd,"4551526",Glenwood Road,358119.27,177286.15,6,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"002",11001.02,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.6046438661074,51.4929572198223
358040.48,177334.07,40771,SL155827,O/S 24/6 Opp 15 1S /Lake Rd,"4551526",Glenwood Road,358040.48,177334.07,6,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"005",11001.05,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.6057844308405,51.493382209804
360173,173722,40772,SL103343,O/S 31 Opp 5 o/s 31,"4551382",Webb Street,360173,173722,6,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"002",11001.02,LIGHTING COLUMN,Yes,TRUE,true,-2.57465968089904,51.4610607075617
360191,173698,40773,SL103342,/Stapleton Road,"4551382",Webb Street,360191,173698,6,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"001",11001.01,LIGHTING COLUMN,Yes,TRUE,true,-2.57439789421816,51.4608461872081
360116,173766,40774,SL144682,1st from Goodhind Street,"4551382",Webb Street,360116,173766,6,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"004",11001.04,LIGHTING COLUMN,Yes,TRUE,true,-2.5754850757653,51.4614522959784
360146,173744,40775,SL103344,O/S 24 Opp 12 o/s 24,"4551382",Webb Street,360146,173744,6,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"003",11001.03,LIGHTING COLUMN,Yes,TRUE,true,-2.57505078616208,51.4612566084953
361885.7,171453.300000001,40776,SL099651,Opp 3 Side 21 WICK CRESCENT,"4551407",Hill Lawn,361885.7,171453.3,6,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"001",11001.01,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.54976301488759,51.4407803227978
361918.6,171448.800000001,40777,SL099652,Nr Scout Hut,"4551407",Hill Lawn,361918.6,171448.8,6,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"002",11001.02,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.54928918100267,51.4407420779483
358874,172224.300000001,40778,SL133125,opp entrance to General Hospital,"4551911",Guinea Street,358874,172224.3,6,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"002",11001.02,LIGHTING COLUMN 1998,Yes,TRUE,true,-2.59318244791055,51.4475011332779
358953.3,172192.1,40779,SL133127,o/s 10,"4551911",Guinea Street,358953.3,172192.1,6,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"004",11001.04,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.59203767262985,51.4472174014271
358980.9,172178.300000001,40780,SL133128,o/s Underdown House,"4551911",Guinea Street,358980.9,172178.3,6,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"005",11001.05,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.59163894217468,51.447095333928
359018.5,172176.5,40781,SL133129,/Redcliff Hill,"4551911",Guinea Street,359018.5,172176.5,6,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"006",11001.06,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.59109771127168,51.447081884848
358835,172230.300000001,40782,SL133124,/Lower Guinea Street,"4551911",Guinea Street,358835,172230.3,6,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"001",11001.01,LIGHTING COLUMN 1998,Yes,TRUE,true,-2.5937443158847,51.4475522328075
358918,172208.199999999,40783,SL133126,opp /Alfred Place,"4551911",Guinea Street,358918,172208.2,6,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"003",11001.03,LIGHTING COLUMN 1998,Yes,TRUE,true,-2.59254746653124,51.4473595858277
357464.83,177131.140000001,40784,SL156493,1E /Priory Court Rd (so16),"4552213",East Priory Close,357464.83,177131.14,5,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"001",11001.01,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.61405150206822,51.4915145588471
357517.6,177116.9,40785,SL003968,O/S 5/6 3E /Priory Court Rd TurnHd,"4552213",East Priory Close,357517.6,177116.9,5,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"003",11001.03,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.61328973119212,51.4913905048446
357496.56,177119.16,40786,SL156492,O/S 9/10 Opp 1/2 2E /Priory Court Rd,"4552213",East Priory Close,357496.56,177119.16,5,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"002",11001.02,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.61359304574515,51.4914092392979
357507,174649,40787,SL066109,O/S 2 /Lower Redland Road,"4552222",Redland Terrace,357507,174649,6,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"001",11001.01,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.61314482750377,51.4692009213099
358275,174738.300000001,40788,SL033574,/Clarendon Road,"4552350",Redland Road,358275,174738.3,10,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"025",11001.25,NON GALVANISED STEEL,Yes,TRUE,true,-2.60209904383003,51.4700612134779
358235,174744.800000001,40789,SL033576,O/S 105 Opp 108 o/s 105/107,"4552350",Redland Road,358235,174744.8,10,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"027",11001.27,NON GALVANISED STEEL,Yes,TRUE,true,-2.60267567952788,51.4701166927337
358012,174774.699999999,40790,SL033584,O/S 138 Opp 141 adj Lower Redland Road,"4552350",Redland Road,358012,174774.7,10,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"035",11001.35,NON GALVANISED STEEL,Yes,TRUE,true,-2.60588969134963,51.4703689567218
358490,174693,40791,SL033563,O/S 93 Opp 90 /Edgecumbe Road,"4552350",Redland Road,358490,174693,4,CAST IRON,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"015",11001.15,CAST SQUARE BASE WITH DOOR,Yes,TRUE,true,-2.59899843921816,51.4696697957649
358593,174614.5,40792,SL033558,O/S 83 o/s 83/85,"4552350",Redland Road,358593,174614.5,8,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"010",11001.1,NON GALVANISED STEEL,Yes,TRUE,true,-2.59750636672453,51.4689715726101
357532,175215,40793,SL033611,O/S 199 Opp 210 o/s 119,"4552350",Redland Road,357532,175215,10,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"063",11001.6,NON GALVANISED STEEL,Yes,TRUE,true,-2.61285323501721,51.4742917855726
358061,174772.300000001,40794,SL033582,O/S 133 Opp 126 1 op WJo Clyde Rd,"4552350",Redland Road,358061,174772.3,10,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"033",11001.33,NON GALVANISED STEEL,Yes,TRUE,true,-2.6051839678628,51.4703510265969
362072.2,175349,40795,SL070262,O/S 3 & 4,"4552361",Redhill Close,362072.2,175349,5,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"001",11001.01,LIGHTING COLUMN 1998,Yes,TRUE,true,-2.54749858279033,51.4758198352621
358833.4,172727.199999999,40796,SL067480,O/S 10 Opp 8 o/s 1 to 10,"4552433",King Street,358833.4,172727.2,3,CAST IRON,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"007",11001.07,CAST WITH FEEDER PILLAR,Yes,TRUE,true,-2.59382508937299,51.4520198244657
358804.5,172706.9,40797,SL067478,O/S 13 o/s The Steam Rock,"4552433",King Street,358804.5,172706.9,3,CAST IRON,SL: Street Light,Floodlight set in Vict lantern,PTSD - HIGHWAYS,"005",11001.05,CAST WITH FEEDER PILLAR,Yes,TRUE,true,-2.59423860400994,51.4518351873995
358856.7,172719.4,40798,SL067481,O/S 6 Opp 4 JoQnCharlotteSt-OpLlandogerTrow,"4552433",King Street,358856.7,172719.4,3,CAST IRON,SL: Street Light,Middle of pavement/verge,PTSD - HIGHWAYS,"008",11001.08,CAST WITH FEEDER PILLAR,Yes,TRUE,true,-2.59348888351359,51.4519513933549
358790,172715.300000001,40799,SL067477,O/S 36 Opp 14 o/s 36,"4552433",King Street,358790,172715.3,3,CAST IRON,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"004",11001.04,CAST WITH FEEDER PILLAR,Yes,TRUE,true,-2.59444824478404,51.4519096548092
358749.3,172700.6,40800,SL067475,Os MulligansPH-Op JoKingWllmAve,"4552433",King Street,358749.3,172700.6,3,CAST IRON,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"002",11001.02,CAST WITH FEEDER PILLAR,Yes,TRUE,true,-2.59503221577222,51.4517745036071
358775.5,172699.5,40801,SL067476,O/S 35 o/s Naval Volunteer PH,"4552433",King Street,358775.5,172699.5,3,CAST IRON,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"003",11001.03,CAST WITH FEEDER PILLAR,Yes,TRUE,true,-2.59465506039252,51.4517665303816
358732,172694.6,40802,SL067474,O/S 23 Opp 30 o/s Chinese Restaurant,"4552433",King Street,358732,172694.6,3,CAST IRON,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"001",11001.01,CAST WITH FEEDER PILLAR,Yes,TRUE,true,-2.59528046720823,51.4517192886445
358806,172720.699999999,40803,SL067479,Opp 12 o/s Old Vic,"4552433",King Street,358806,172720.7,3,CAST IRON,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"006",11001.06,CAST WITH FEEDER PILLAR,Yes,TRUE,true,-2.59421862863871,51.4519593781385
357571,175163.699999999,40804,SL033607,Corner Cambridge Park,"4552350",Redland Road,357571,175163.7,10,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"059",11001.58,NON GALVANISED STEEL,Yes,TRUE,true,-2.61228553154522,51.4738334778022
357642,175044.5,40805,SL033602,O/S 182 Opp 181 opp Northern /Manor Park,"4552350",Redland Road,357642,175044.5,0,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"054",11001.53,NON GALVANISED STEEL,Yes,TRUE,true,-2.61124894099553,51.4727670756596
358130,174750.4,40806,SL033579,O/S 123 Opp 122 /Ermleet Road,"4552350",Redland Road,358130,174750.4,10,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"030",11001.3,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.60418798992169,51.4701592516797
358097,174743.699999999,40807,SL033580,O/S 124 Opp 125 Corner Clyde Road,"4552350",Redland Road,358097,174743.7,10,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"031",11001.31,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.60466228006174,51.4700965584572
358037,174783.199999999,40808,SL033583,O/S 137 Opp 134 o/s 137,"4552350",Redland Road,358037,174783.2,10,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"034",11001.34,NON GALVANISED STEEL,Yes,TRUE,true,-2.60553078849122,51.4704472432884
358260,174722.5,40809,SL033575,O/S 104 Opp 101 adj Redland Grove,"4552350",Redland Road,358260,174722.5,10,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"026",11001.26,NON GALVANISED STEEL,Yes,TRUE,true,-2.60231311735758,51.4699180430544
357550,175191.4,40810,SL033609,Opp 204 s/o 14 Cambridge Park,"4552350",Redland Road,357550,175191.4,10,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"061",11001.59,NON GALVANISED STEEL,Yes,TRUE,true,-2.61259122594369,51.4740809508613
358337,174715,40811,SL033572,by zebra adj Grove Park,"4552350",Redland Road,358337,174715,10,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"023",11001.23,NON GALVANISED STEEL,Yes,TRUE,true,-2.60120369481853,51.4698563076808
358551,174637.9,40812,SL033559,O/S 82 Opp 87 adj /South Road,"4552350",Redland Road,358551,174637.9,10,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"011",11001.11,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.59811376429575,51.4691788763547
357666,175016.4,40813,SL033601,Opp 177 Side 2 Redland Hill,"4552350",Redland Road,357666,175016.4,0,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"053",11001.52,NON GALVANISED STEEL,Yes,TRUE,true,-2.61090002204115,51.47251622815
358624,174594.199999999,40814,SL033557,O/S 79 adj & 1 S of Railway Bridge,"4552350",Redland Road,358624,174594.2,8,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"009",11001.09,NON GALVANISED STEEL,Yes,TRUE,true,-2.59705769675213,51.4687913305121
358732,174517.9,40815,SL033552,O/S 53 o/s 53/55,"4552350",Redland Road,358732,174517.9,10,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"004",11001.04,NON GALVANISED STEEL,Yes,TRUE,true,-2.59549396212197,51.4681132300401
357825,174960,40816,SL033593,opp Chapel Green Lane,"4552350",Redland Road,357825,174960,10,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"045",11001.44,NON GALVANISED STEEL,Yes,TRUE,true,-2.60860408528501,51.4720210489431
358705,174531.5,40817,SL033553,O/S 61 opp /Elmgrove Road,"4552350",Redland Road,358705,174531.5,8,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"005",11001.05,NON GALVANISED STEEL,Yes,TRUE,true,-2.59588424854061,51.4682335307467
358747,174501,40818,SL033551,Opp 51 o/s Christ Church,"4552350",Redland Road,358747,174501,8,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"003",11001.03,NON GALVANISED STEEL,Yes,TRUE,true,-2.59527604125004,51.4679623788614
358768,174502.800000001,40819,SL033550,O/S 45 opp Christ Church,"4552350",Redland Road,358768,174502.8,8,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"002",11001.02,NON GALVANISED STEEL,Yes,TRUE,true,-2.59497393905756,51.4679801001401
357621.3,175073.699999999,40820,SL033603,O/S 192 Opp 183 opp /Coldharbour Road,"4552350",Redland Road,357621.3,175073.7,0,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"055",11001.54,NON GALVANISED STEEL,Yes,TRUE,true,-2.61155048451188,51.4730280605397
358305,174716.699999999,40821,SL033573,/Redland Grove,"4552350",Redland Road,358305,174716.7,10,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"024",11001.24,NON GALVANISED STEEL,Yes,TRUE,true,-2.60166458481644,51.4698692257921
357819,175606,40822,SL007247,LANE RO- 1N /Coldharbour Rd,"4551939",Devonshire Road,357819,175606,5,STEEL,SL: Street Light,Isol. Footpath-Vehicle Access,PTSD - HIGHWAYS,"021-P",11001.01,RAISE AND LOWER,Yes,TRUE,true,-2.60876788772448,51.4778287853227
358352.2,171469.699999999,40823,SL105145,/Cannon St on building,"4552042",East Street,358352.2,171469.7,0,STEEL,SL: Street Light,Attached to building/etc.,PTSD - HIGHWAYS,"034",11001.01,MOUNTED ON BUILDING/POST,Not Applicable,FALSE,false,-2.60060215829363,51.4406782623962
363412,175451,40824,SL038313,o/s Sub Station,"4552112",Goodneston Road,363412,175451,6,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"007",11001.04,LIGHTING COLUMN,Yes,TRUE,true,-2.5282189718014,51.47682535969
363242.1,175282.9,40825,SL038308,2nd from Lodge Causeway,"4552112",Goodneston Road,363242.1,175282.9,6,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"002",11001.01,LIGHTING COLUMN SCHOOLZONE,Yes,TRUE,true,-2.53064766677682,51.4753028984223
363272.3,175322.300000001,40826,SL038309,3rd from Lodge Causeway,"4552112",Goodneston Road,363272.3,175322.3,6,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"003",11001.02,LIGHTING COLUMN,Yes,TRUE,true,-2.53021697314537,51.475659118407
363366.61,175410.6,40827,SL038312,6th From Lodge Causeway,"4552112",Goodneston Road,363366.61,175410.6,6,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"006",11001.03,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.52886830286105,51.4764591708353
357653,175727.1,40828,SL007251,LANE RO- 3S/ St Albans Rd,"4551939",Devonshire Road,357653,175727.1,5,STEEL,SL: Street Light,Isol. Footpath-Vehicle Access,PTSD - HIGHWAYS,"025-P",11001.05,RAISE AND LOWER,Yes,TRUE,true,-2.61117266629885,51.4789051320837
357695.2,175683.4,40829,SL007250,LANE RO- 4N /Coldharbor Rd,"4551939",Devonshire Road,357695.2,175683.4,5,STEEL,SL: Street Light,Isol. Footpath-Vehicle Access,PTSD - HIGHWAYS,"024-P",11001.04,RAISE AND LOWER,Yes,TRUE,true,-2.61055976997152,51.4785154003674
357648.3,175795.1,40830,SL007253,LANE RO- 1S /St Albans Rd,"4551939",Devonshire Road,357648.3,175795.1,5,STEEL,SL: Street Light,Isol F'path-No Vechicle Access,PTSD - HIGHWAYS,"027-P",11001.07,RAISE AND LOWER,Yes,TRUE,true,-2.61124851698346,51.4795161555221
357741.7,175655.4,40831,SL007249,LANE RO- 3N /Coldharbour Rd,"4551939",Devonshire Road,357741.7,175655.4,5,STEEL,SL: Street Light,Isol. Footpath-Vehicle Access,PTSD - HIGHWAYS,"023-P",11001.03,RAISE AND LOWER,Yes,TRUE,true,-2.60988685106231,51.4782671439608
357641.4,175760.6,40832,SL007252,LANE RO- 2S /St Albans Rd,"4551939",Devonshire Road,357641.4,175760.6,5,STEEL,SL: Street Light,Isol. Footpath-Vehicle Access,PTSD - HIGHWAYS,"026-P",11001.06,RAISE AND LOWER,Yes,TRUE,true,-2.61134372532324,51.4792054536799
364218.2,176291,40833,SL000913,O/S 132 JN CASSELL RD,"4551654",Downend Road,364218.2,176291,10,STEEL,SL: Street Light,Middle of pavement/verge,PTSD - HIGHWAYS,"014",11001.14,LIGHTING COLUMN,Yes,TRUE,true,-2.51669633086413,51.4844296467444
364044.33,176187.949999999,40834,SL000908,O/S 88 Opp 72 O/S 88,"4551654",Downend Road,364044.33,176187.95,10,STEEL,SL: Street Light,Garden/landscaped area,PTSD - HIGHWAYS,"009",11001.09,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.51918968138494,51.4834920526251
363896.5,176113,40835,SL000904,O/S 35 Opp 42 O/S 35/37,"4551654",Downend Road,363896.5,176113,10,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"005",11001.05,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.52131082582278,51.4828087254128
363970.9,176146.5,40836,SL000906,O/S 68 OPP JN LAWN RD,"4551654",Downend Road,363970.9,176146.5,10,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"007",11001.07,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.52024287208227,51.4831146849657
363786.7,176046.6,40837,SL000901,OPP MAYORS BUILDINGS,"4551654",Downend Road,363786.7,176046.6,10,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"002",11001.02,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.52288514831089,51.4822046757727
363828.4,176057.6,40838,SL000902,O/S 10 O/S 10/12,"4551654",Downend Road,363828.4,176057.6,10,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"003",11001.03,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.52228579680415,51.4823062533232
363927.2,176131.199999999,40839,SL000905,O/S 51 Opp 54 O/S 51,"4551654",Downend Road,363927.2,176131.2,10,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"006",11001.06,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.52087060090401,51.4829743281093
364071.5,176218.1,40840,SL000909,Opp 94 JN PEMBERTON COURT,"4551654",Downend Road,364071.5,176218.1,10,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"010",11001.1,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.5188014916274,51.4837648668938
364145.5,176250.300000001,40841,SL000911,O/S 118A O/S 118A,"4551654",Downend Road,364145.5,176250.3,10,STEEL,SL: Street Light,Front of pavement/verge,PTSD - HIGHWAYS,"012",11001.12,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.51773912603729,51.484059090267
