X,Y,OBJECTID,UNITID,LOCATION,USRN,STREET,EASTING,NORTHING,COLHEIGHT,COLMAT,UNIT_TYPE_DESCRIPTION,POSITION_DESCRIPTION,OWNER_DESCRIPTION,UNIT_NO,ASSET_NUMBER,COLTYPE,FAULT_MAINTENANCE_SUPPORT,INCLUDED_ON_ENERGY_REPORT,CMS_CONTROLLED,longitude,latitude
360952.5,172967.1,108,SL104790,2nd from C27,"4532187",Avonvale Road,360952.5,172967.1,1,ALUMINIUM,SL: Bollard,Central reservation,PTSD - HIGHWAYS,T011,20802,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.56335655200236,51.454327624277
359462.13,176602.15,109,SL072856,Opp 1 E /Gloucester Rd-(E) (opP1),"4536950",Filton Avenue,359462.13,176602.15,1,ALUMINIUM,SL: Bollard,Pedestrian Refuge,PTSD - TRAF.SIGNALS,T002N,20802,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.58522314272223,51.4869055107534
351903.78,179579.42,110,SL146429,S /St Georges Ind.Est.Rd-(N) (opP41),"4526632",St Andrews Road,351903.78,179579.42,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T037,20815,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.6944809952605,51.5130790868508
351966.73,179856.15,111,SL148027,N /Kings Weston Ln-S (opP48),"4526632",St Andrews Road,351966.73,179856.15,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T038,20816,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.69361181889798,51.5155724545868
351968,179859,112,SL148028,N /Kings Weston Ln-N (opP48),"4526632",St Andrews Road,351968,179859,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T039,20817,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.69359390829753,51.5155981863557
357688.67,176501.720000001,113,SL148977,Opp 97 N /Lawrence Gr-(N),"4560353",Henleaze Road,357688.67,176501.72,1,ALUMINIUM,SL: Bollard,Pedestrian Refuge,PTSD - HIGHWAYS,T023,20809,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.61075202873372,51.4858723114592
360583.11,176846.439999999,114,SL147777,Opp 18 W /Blake Rd-(E) (opP4),"4541800",Constable Road,360583.11,176846.44,1,ALUMINIUM,SL: Bollard,Pedestrian Refuge,PTSD - HIGHWAYS,T004,20802,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.56910642103719,51.4891813906463
358096.47,173161.130000001,115,SL141522,/Queens Road opp Park Street,"4560014",Park Row,358096.47,173161.13,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T002,20802,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.60448145949946,51.4558671394836
362536.65,172952.92,116,SL141131,Opp C17-North of Mini Roundabout,"4588452",Wyatts View,362536.65,172952.92,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T005,20803,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.54055627668097,51.4543072191669
357887.14,172599.199999999,117,SL139610,/roundabout nea C17 opp 133,"4559764",St Georges Road,357887.14,172599.2,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T008,20802,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.60742697472311,51.4507990163498
353327.11,177556.32,118,SL142232,E /Humberston Wk-W (opP6),"4526951",Long Cross,353327.11,177556.32,1,ALUMINIUM,SL: Bollard,Pedestrian Refuge,PTSD - HIGHWAYS,T004,20803,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.67370254564045,51.49500981509
358746.1,171363.199999999,119,SL006753,JN WINDMILL HILL,"4540975",Cotswold Road,358746.1,171363.2,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T003,20801,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.59492270023454,51.4397496995262
360717,170719,120,SL072731,Jo BroadWk(CornerOf.Island)-OpJoPrioryRd,"4541482",Wells Road,360717,170719,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T027,20811,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.5664952860153,51.4340982032763
359892,171805,121,SL072707,OpSJoBellvueRd+SlipFmBathRd-SthEo.Island,"4541482",Wells Road,359892,171805,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T005,20804,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.57848687568747,51.443804504217
357254.4,169361.5,122,SL139577,,"4551681",Bishopsworth Road,357254.4,169361.5,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T018,20806,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.61614147695676,51.4216414690142
359055.93,174260.16,123,SL157424,J/O Arley Hill,"4530042",Arley Hill,359055.93,174260.16,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T002,20802,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.5908007154228,51.4658194588758
359493,176892,124,SL138328,E /Gloucester Rd-(S) (opP56),"4537490",Muller Road,359493,176892,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T002,20802,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.58481184259706,51.4895137636491
363084.11,170016.699999999,125,SL151465,Opp Entrance to Lodge Cottage,"4540690",Bath Road,363084.11,170016.7,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T164,20828,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.53237086955048,51.4279429178278
359972.31,175981.039999999,126,SL138334,N /Petherbridge Wy-(N) (nrP34),"4537490",Muller Road,359972.31,175981.04,1,ALUMINIUM,SL: Bollard,Pedestrian Refuge,PTSD - HIGHWAYS,T010,20807,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.5778050457842,51.4813576364633
361206.21,175256.07,127,SL140539,E /M32 R/A - EBnd (opP86),"4537490",Muller Road,361206.21,175256.07,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T042,20814,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.55995687283729,51.4749256045044
358656.81,173400.07,128,SL143422,opp Hospital entrance,"4534145",Upper Maudlin Street,358656.81,173400.07,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T002,20802,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.59644512823888,51.4580569246175
360648.26,175388.689999999,129,SL149858,Opp 818 W /Dormer Rd-(E) (opP61),"4537490",Muller Road,360648.26,175388.69,1,ALUMINIUM,SL: Bollard,Pedestrian Refuge,PTSD - HIGHWAYS,T066,20818,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.56800497845612,51.4760795042452
360075,169519,130,SL150363,BETWEEN COL 12 \ 13,"4551993",Airport Road,360075,169519,1,PLASTIC,SL: Bollard,On C.I.C (Refuge Island),PTSD - HIGHWAYS,T014,20817,GLASDON REBOUND,Yes,TRUE,,-2.57559399361714,51.4232639310678
360883.86,169984.25,131,SL005977,JN WELLS ROAD OPP 471,"4551993",Airport Road,360883.86,169984.25,1,ALUMINIUM,SL: Bollard,Central reservation,PTSD - HIGHWAYS,T038,20813,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.56401310960584,51.4275034581483
359990.28,175974.59,132,SL143546,E /MULLER RD-(W),"4594044",Petherbridge Way,359990.28,175974.59,1,ALUMINIUM,SL: Bollard,Pedestrian Refuge,PTSD - HIGHWAYS,T001,20801,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.57754554218358,51.4813009211383
355013,178737.24,133,SL137731,Opp 448 W /Chapel Ln-(W) (nrP54),"4526951",Long Cross,355013,178737.24,1,ALUMINIUM,SL: Bollard,Pedestrian Refuge,PTSD - HIGHWAYS,T055,20823,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.64956998782987,51.5057644516391
358332.02,171371.789999999,134,SL010240,/West Street,"4552042",East Street,358332.02,171371.79,1,PLASTIC,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T010,20803,GLASDON REBOUND,Yes,TRUE,,-2.60088101931309,51.4397965008276
362819,174138,135,SL071397,2nd from Ventnor Road,"4552086",Holmes Hill Road,362819,174138,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T002,20801,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.53661807135942,51.464981148267
360609,174362,136,SL138278,O/S 301 Opp 286 /Warwick Road - 2nd fm C24,"4558565",Stapleton Road,360609,174362,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T031,20812,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.56845545554595,51.4668457712067
363353.2,169917.119999999,137,SL006654,Adj Jo BATH RD,"4534871",Ironmould Lane,363353.2,169917.12,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T001,20801,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.52849019037048,51.4270650608589
358383.9,169010.300000001,138,SL039440,Adj Jo Hartcliffe Way,"4547703",Novers Lane,358383.9,169010.3,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T006,20805,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.59985512769025,51.4185682405968
358558.92,169360.890000001,139,SL009216,J/O Inns Court Avenue,"4547703",Novers Lane,358558.92,169360.89,1,PLASTIC,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T012,20809,GLASDON REBOUND,Yes,TRUE,,-2.59737975961117,51.421733359922
357852.02,168510.390000001,140,SL006826,Near C79-South corner of traffic island,"4547840",Whitchurch Lane,357852.02,168510.39,1,PLASTIC,SL: Bollard,Central reservation,PTSD - HIGHWAYS,T004,20802,GLASDON REBOUND,No,TRUE,,-2.60744406598572,51.4140338735893
359646.7,172155,141,SL144506,exit to York Road,"4518569",Bath Bridge Roundabout,359646.7,172155,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T008,20804,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.58205613467263,51.4469338970605
356973.9,177072.199999999,142,SL105037,E /Falcondale Rd-(E),"4526193",Stoke Lane,356973.9,177072.2,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T001,20801,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.62111526327848,51.4909473998215
359995.59,174108.869999999,143,SL006212,Entry to Outbound Slip Road,"4535146",Newfoundland Road,359995.59,174108.87,1,ALUMINIUM,SL: Bollard,Central reservation,PTSD - HIGHWAYS,T008,20802,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.57725705674608,51.4645266250138
362955.89,175825.41,144,SL150559,FACING C9,"4548193",Channons Hill,362955.89,175825.41,1,ALUMINIUM,SL: Bollard,Rear of pavement/verge,PTSD - HIGHWAYS,T018,20802,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.53482550606543,51.4801619873625
358965.51,173262.220000001,145,SL157873,Adj T3 end Nelson Street,"4571207",Nelson Street,358965.51,173262.22,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T003A,20801,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.59198614201022,51.4568400280529
359451.12,172968.189999999,146,SL151590,Jn Tower Hill,"4571160",Narrow Plain,359451.12,172968.19,1,ALUMINIUM,SL: Bollard,Pedestrian Refuge,PTSD - HIGHWAYS,T005,20803,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.58496346417672,51.4542314476006
357857,172633,147,SL137947,North of Jacobs Wells roundabout,"4548357",Jacobs Wells Road,357857,172633,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T005,20802,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.60786473973662,51.4511006723054
357156,168783.199999999,148,SL039687,O/S 42 opp 42,"4548456",Church Road,357156,168783.2,1,ALUMINIUM,SL: Bollard,On C.I.C (Refuge Island),PTSD - HIGHWAYS,T006,20802,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.61748603725733,51.4164343243662
357180.3,169021.4,149,SL039681,Op Jo Bishopsworth Road,"4535399",St Peters Rise,357180.3,169021.4,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T004,20802,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.6171656875625,51.4185779032535
362972.86,174478.51,150,SL152280,,"4532954",Whitefield Road,362972.86,174478.51,1,ALUMINIUM,SL: Bollard,On C.I.C (Refuge Island),PTSD - HIGHWAYS,T012,20808,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.53443925245085,51.4680528446607
356786.85,178977.960000001,151,SL148763,E /Crow Ln Service Rd-E (opP11),"4542809",Crow Lane,356786.85,178977.96,1,ALUMINIUM,SL: Bollard,Pedestrian Refuge,PTSD - HIGHWAYS,T022,20810,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.62404283833353,51.5080676117231
356783.61,178974.65,152,SL148762,E /Crow Ln ServiceRd-W (opP11),"4542809",Crow Lane,356783.61,178974.65,1,ALUMINIUM,SL: Bollard,Pedestrian Refuge,PTSD - HIGHWAYS,T021,20809,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.62408911560692,51.5080376034813
358890.72,174639.33,153,SL144087,N /Winsley Rd (PelXing School)-S,"4596343",Cheltenham Road,358890.72,174639.33,1,ALUMINIUM,SL: Bollard,Pedestrian Refuge,PTSD - HIGHWAYS,T012,20805,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.593223234342,51.4692166234474
359721,175190,154,SL140197,O/S 302 N /Williamson Rd-(N) (nrP38),"4538701",Ashley Down Road,359721,175190,1,PLASTIC,SL: Bollard,Pedestrian Refuge,PTSD - HIGHWAYS,T009,20801,GLASDON REBOUND,Yes,TRUE,,-2.58133334362816,51.4742276842629
357760.8,168096.4,155,SL071407,2nd from Jo Murford Ave,"4555825",Hareclive Road,357760.8,168096.4,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T023,20810,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.60870591496291,51.4103047141034
354554,177165,156,SL071825,Opp 242 W /ShirehamptonRd (opP55) -(W),"4596339",Shirehampton Road,354554,177165,1,ALUMINIUM,SL: Bollard,Pedestrian Refuge,PTSD - HIGHWAYS,T028,20802,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.6559801818135,51.4915918872358
361141.46,168794.130000001,157,SL072766,O/S 699 Adj South Jo Counterslip Gdns-1Fm C100,"4596416",Wells Road,361141.46,168794.13,1,ALUMINIUM,SL: Bollard,Central reservation,PTSD - HIGHWAYS,T064,20817,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.56017694270006,51.416820464041
363445.43,175970.65,158,SL157300,J/O Manor Road,"4560519",Fishponds Road,363445.43,175970.65,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T081,20815,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.52779155113572,51.4814997911365
362404.8,174231.800000001,159,SL006179,/Brook Road,"4527006",Whitehall Road,362404.8,174231.8,1,ALUMINIUM,SL: Bollard,Central reservation,PTSD - HIGHWAYS,T022,20810,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.54259033483784,51.4657971600462
360884.28,175209.689999999,160,SL147390,W /Tesco R/A-(W),"4583013",Eastgate Road,360884.28,175209.69,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T021,20814,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.56458681850248,51.4744864681067
363585.04,175986.880000001,161,SL157301,O/S 852 Nr C82,"4560519",Fishponds Road,363585.04,175986.88,1,ALUMINIUM,SL: Bollard,Pedestrian Refuge,PTSD - HIGHWAYS,T082,20816,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.52578287957207,51.4816547448915
357834,178143,162,SL104199,W /Doncaster Rd-(W) (opP17),"4546773",Greystoke Avenue,357834,178143,1,ALUMINIUM,SL: Bollard,Pedestrian Refuge,PTSD - HIGHWAYS,T005,20803,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.60885523591049,51.5006398491154
363416.66,175950.960000001,163,SL157299,J/O Manor Road,"4560519",Fishponds Road,363416.66,175950.96,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T077,20811,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.52820378699668,51.4813208904187
357236.09,176751.25,164,SL104081,N /Westbury Rd (nrPedXng Post),"4542373",Falcondale Road,357236.09,176751.25,1,ALUMINIUM,SL: Bollard,Pedestrian Refuge,PTSD - HIGHWAYS,T006,20803,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.61730004869497,51.4880816967726
360957.7,177050.539999999,165,SL071577,N /Gainsborough Sq-(S) (nrP17),"4560436",Bonnington Walk,360957.7,177050.54,1,PLASTIC,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T001,20801,GLASDON REBOUND,Yes,TRUE,,-2.56373411681127,51.4910425274077
362115.68,176644.08,166,SL138309,AdjJoFrenchay+ParkRds,"4532725",Broom Hill,362115.68,176644.08,1,PLASTIC,SL: Bollard,Pedestrian Refuge,PTSD - HIGHWAYS,T006,20802,GLASDON REBOUND,No,FALSE,,-2.54701212379845,51.4874670165933
363057.92,175654.34,167,SL104412,Adj West Jo (inbound slip) Fishponds Rd,"4560418",Hockeys Lane,363057.92,175654.34,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T002,20802,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.53333839647105,51.4786305550957
357828.58,170677.27,168,SL150905,Opp Jcn Temple Street-1st fm C1,"4526885",Parson Street,357828.58,170677.27,1,ALUMINIUM,SL: Bollard,Central reservation,PTSD - HIGHWAYS,T015,20802,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.6080414383734,51.4335148691494
361340.5,169844.1,169,SL039766,/Sturminster Road O/S 138,"4556321",West Town Lane,361340.5,169844.1,1,ALUMINIUM,SL: Bollard,Central reservation,PTSD - HIGHWAYS,T036,20802,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.5574300145859,51.4262746395207
358185.9,173878.6,170,SL137579,/St Michaels Hill,"4559687",Cotham Road,358185.9,173878.6,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T001,20801,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.60327957952746,51.4623248170384
352932.53,179929.560000001,171,SL152990,N /Kings Weston Ln-NBnd (nrP15),"4595870",Merebank Road,352932.53,179929.56,1,ALUMINIUM,SL: Bollard,Pedestrian Refuge,PTSD - HIGHWAYS,T012,20806,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.67970419994072,51.5163140277607
356939.19,168198.869999999,172,SL010598,O/S 88 Opp 89 Opp P021,"4539887",King Georges Road,356939.19,168198.87,1,PLASTIC,SL: Bollard,On roadway,PTSD - HIGHWAYS,T011,20810,GLASDON REBOUND,No,TRUE,,-2.62053179037125,51.4111638763722
356496,171586.199999999,173,SL040162,opp 2 Blackmoor Lane,"4556512",Clanage Road,356496,171586.2,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T007,20803,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.62732089049134,51.4415854267913
362042.43,170640.52,174,SL072184,Opp C6,"4559302",Brislington Hill,362042.43,170640.52,1,ALUMINIUM,SL: Bollard,Central reservation,PTSD - HIGHWAYS,T004,20802,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.54742060083838,51.4334829554367
361671.1,176178.609999999,175,SL156123,J/O The Chine nr C7,"4532523",Park Road,361671.1,176178.61,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T016,20806,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.5533641173012,51.4832518879993
356618.36,176180.390000001,176,SL000674,Opp 55 S /Ormerod Rd (nrP32),"4556585",Parrys Lane,356618.36,176180.39,1,ALUMINIUM,SL: Bollard,Pedestrian Refuge,PTSD - HIGHWAYS,T014,20806,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.62612647234829,51.4829019735415
356108.38,176299.48,177,SL140044,E /SHIREHAMPTON RD-(E) (opP51),"4556585",Parrys Lane,356108.38,176299.48,1,ALUMINIUM,SL: Bollard,Central reservation,PTSD - HIGHWAYS,T027,20816,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.63348523257522,51.4839332594516
355447.95,177218.43,178,SL148822,Opp 132 E /WESTBURY LN (W) (opP11),"4556723",Dingle Road,355447.95,177218.43,1,ALUMINIUM,SL: Bollard,Pedestrian Refuge,PTSD - HIGHWAYS,T005,20802,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.64311164816822,51.4921436479006
361097.31,174832.960000001,179,SL156590,O/S 55,"4525026",Fishponds Road,361097.31,174832.96,1,ALUMINIUM,SL: Bollard,Pedestrian Refuge,PTSD - HIGHWAYS,T099,20825,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.56147803101522,51.4711139375352
357287.1,173790.4,180,SL072106,O/S 62 Opp 84 3 North Jo Alma Road,"4559027",Pembroke Road,357287.1,173790.4,1,ALUMINIUM,SL: Bollard,Pedestrian Refuge,PTSD - HIGHWAYS,T016,20806,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.61620630604349,51.4614643740666
361573.1,168931.9,181,SL104660,10m North Jo Longreach Grove,"4549381",Sturminster Road,361573.1,168931.9,1,ALUMINIUM,SL: Bollard,On roadway,PTSD - HIGHWAYS,T013,20808,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.55398531302005,51.4180885712551
361476,169404.199999999,182,SL104657,O/S 74 1st from C13-Op Rear So No3 Hanford Ct,"4549381",Sturminster Road,361476,169404.2,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T008,20805,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.55543314640866,51.42232858525
357078,170870,183,SL072507,2 North West Jo Ashton Drive,"4529217",Winterstoke Road,357078,170870,1,ALUMINIUM,SL: Bollard,Central reservation,PTSD - HIGHWAYS,T044,20810,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.6188614036694,51.4351909463726
358878.93,173379.970000001,184,SL104990,/Lower Maudlin Street,"4536213",Lewins Mead,358878.93,173379.97,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T001,20801,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.59324592550627,51.4578924508822
357084,170861,185,SL072501,1 North West Jo Ashton Drive,"4529217",Winterstoke Road,357084,170861,1,ALUMINIUM,SL: Bollard,Central reservation,PTSD - HIGHWAYS,T041,20809,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.61877401441005,51.4351104891787
358839.46,173364.689999999,186,SL156691,Nr HM ICO13,"4536213",Lewins Mead,358839.46,173364.69,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T004,20802,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.59381221316387,51.457752180976
363835.5,173192.6,187,SL039342,/Furber Road,"4549358",Kingsway,363835.5,173192.6,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T016,20806,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.5218888698194,51.4565468308532
364308,174552.800000001,188,SL071445,o/s Hospital,"4547125",Lodge Road,364308,174552.8,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T003,20801,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.51522707140496,51.4688068293279
363917.4,173462.800000001,189,SL039336,O/S 103 /Kingsway Avenue,"4549358",Kingsway,363917.4,173462.8,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T009,20803,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.52073790221271,51.4589815060727
363965.8,173690.6,190,SL039327,near /Salisbury Avenue,"4549358",Kingsway,363965.8,173690.6,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T005,20801,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.52006470272827,51.4610328105182
357184,170825,191,SL072477,RAB with Sainsburys nr C23,"4529217",Winterstoke Road,357184,170825,1,ALUMINIUM,SL: Bollard,Front of pavement/verge,PTSD - HIGHWAYS,T023,20805,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.61733123682992,51.4347944497253
359058.1,172031.1,192,SL145187,Adj Jo Bedminster Bridge,"4549150",Clarence Road,359058.1,172031.1,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T006,20803,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.59051112935387,51.4457774618906
357408,170779,193,SL072461,RAB /Longmoor Road/1st fm C12,"4529217",Winterstoke Road,357408,170779,1,ALUMINIUM,SL: Bollard,Central reservation,PTSD - HIGHWAYS,T007,20802,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.61410350727847,51.4343978578765
358859,174781.73,194,SL071725,JN GLOUCESTER RD,"4535924",Elton Road,358859,174781.73,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T001,20801,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.59369654162807,51.4704946410103
358960,171999,195,SL145201,/Bedminster Bridge adj C1,"4549073",Coronation Road,358960,171999,1,ALUMINIUM,SL: Bollard,Roundabout,PTSD - HIGHWAYS,T026,20807,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.5919189298739,51.4454817161036
358695.42,172000.99,196,SL104936,/St Johns Road,"4549073",Coronation Road,358695.42,172000.99,1,PLASTIC,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T011,20804,GLASDON REBOUND,Yes,TRUE,,-2.59572604997966,51.4454802865836
352701.56,176570.18,197,SL148134,Opp 500 N /Burnham Rd (opP256),"4533926",Portway,352701.56,176570.18,1,ALUMINIUM,SL: Bollard,Pedestrian Refuge,PTSD - HIGHWAYS,T072,20818,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.68257975759054,51.4860916311264
360553,171934,198,SL141365,1st in road to Fruit Market-West of RAB,"4524993",Albert Road,360553,171934,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T013,20805,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.56899074279267,51.4450109875656
362257,171043,199,SL071891,o/s Bus Depot,"4535762",School Road,362257,171043,1,ALUMINIUM,SL: Bollard,On C.I.C (Refuge Island),PTSD - HIGHWAYS,T013,20806,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.54437709471736,51.4371161137952
352708.09,176563.800000001,200,SL148132,Opp 500 N /Burnham Rd -(S) (opP256),"4533926",Portway,352708.09,176563.8,1,ALUMINIUM,SL: Bollard,Pedestrian Refuge,PTSD - HIGHWAYS,T070,20817,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.68248485967357,51.4860348196247
360976.2,173189.6,201,SL006073,1st from C1 on zebra X-ing,"4571072",Morley Street,360976.2,173189.6,1,ALUMINIUM,SL: Bollard,Traffic island,PTSD - HIGHWAYS,T002,20801,SIMMONSIGNS GLOBAL,Yes,TRUE,,-2.56303998881142,51.4563298313897
